NO,Frag,Conect,MolWt
41741,[7*]Cc1cccc([C@@H](CCc2ccccc2[16*])S[11*])c1,3,239.089
41742,[8*]CS[C@H](CCc1ccccc1[16*])c1cccc([16*])c1,3,239.089
41743,[1*]C(=O)N1CCN(c2ncnc3cc([16*])c([16*])cc23)CC1,3,239.093
41744,[14*]c1nc(Nc2ccc([16*])c([16*])c2)c(C(N)=O)nc1CC,3,239.093
41745,[15*]C1CCN(C(=O)c2cc3c([16*])cn(C)c3cc2[16*])CC1,3,239.118
41746,[3*]OC(=O)CCCCCCC1=C(O[3*])C[C@@H](O)[C@@H]1C[7*],3,239.128
41747,[3*]OC(=O)CCCCCN1CC[C@@H](NC([6*])=O)[C@@H]([15*])C1,3,239.14
41748,[4*][C@H]([8*])c1cc(Cl)c2c(c1Cl)C(=O)N(C[8*])CC2,3,239.998
41749,[8*]C[C@@H]([8*])OC(=O)c1ccc(NS(C)(=O)=O)c([16*])c1,3,240.033
41750,[1*]C(=O)c1cnc(Oc2cc([16*])cc(C(=O)N[5*])c2)cn1,3,240.041
41751,[3*]Oc1ncc(S(=O)(=O)N2CCN([5*])CC2)cc1[16*],3,240.044
41752,[6*]C(=O)N1C[C@H](c2ccc(C(F)(F)F)cc2[16*])[C@@H]([15*])C1,3,240.064
41753,[3*]Oc1ccc(CN([5*])C(=O)Oc2ccc([16*])cc2)cc1,3,240.066
41754,[5*]N(CC(C)C)S(=O)(=O)c1ccc(OC[8*])c([16*])c1,3,240.069
41755,[14*]c1nc(CNC(=O)c2cc([16*])cnc2[14*])ccc1OC,3,240.077
41756,[14*]c1ncc([16*])cc1C(=O)NCc1ccc([16*])c(OC)n1,3,240.077
41757,[5*]Nc1ccc(Cc2nc([14*])c(CC(=O)O)c([14*])n2)cc1,3,240.077
41758,[8*]C([8*])(O)c1cc(-c2c(C)noc2C)cc2[nH]c([14*])nc12,3,240.077
41759,[4*]C[C@@H](O)[C@@H]([4*])[C@@H]1OC(C(=O)O)=C[C@H]([15*])[C@H]1NC(C)=O,3,240.087
41760,[1*]C(=O)N(C)c1cc(Nc2ccc([16*])cc2N[5*])ncn1,3,240.089
41761,[5*]N([5*])C(=O)c1cc2c3c(ncn3C)c([14*])nc2n1CC,3,240.089
41762,[5*]NC(=O)N(C)c1cc(Nc2ccc([16*])cc2[16*])ncn1,3,240.089
41763,[5*]NC(=O)Nc1ccc(-c2ncc(C)c(N[5*])n2)cc1[16*],3,240.089
41764,[5*]Nc1cc(Nc2cccc([16*])c2[16*])c(C(=O)NC)nn1,3,240.089
41765,[4*]C[C@@H](O)[C@@H]([4*])[C@@H]1OC(C(=O)O)=C[C@H](NC(=N)N)[C@H]1[15*],3,240.098
41766,[3*]OCCCCN([5*])c1cnc(-c2ccccc2)c([14*])n1,3,240.114
41767,[3*]OCCCCN([5*])c1cnc([14*])c(-c2ccccc2)n1,3,240.114
41768,[4*]Cc1c(C(C)C)nc([14*])c(C[7*])c1-c1ccc(F)cc1,3,240.119
41769,[4*]Cc1c([14*])nc(C(C)C)c(C[7*])c1-c1ccc(F)cc1,3,240.119
41770,[5*]N(C)C(=O)OC(C)[n+]1cnn(C[C@@]([8*])(O)[C@H]([8*])C)c1,3,240.122
41771,[5*]N1CCCN(c2nc(N)c3cc([16*])c([16*])cc3n2)CC1,3,240.125
41772,[1*]C(=O)N[C@@H](CC(C)(C)C)C(=O)N[C@H](C[8*])C(=O)N[5*],3,240.135
41773,[3*]O[C@@H]1C[C@@H](C(=O)N[5*])N(C(=O)[C@@H](N[5*])C(C)(C)C)C1,3,240.135
41774,[7*]CC(=O)N(C)[C@H](C[8*])C(=O)N(C)[C@H](C[8*])C(=O)NC,3,240.135
41775,[8*]CN1CCC(CC2Cc3cc([16*])c([16*])cc3C2=O)CC1,3,240.139
41776,[4*][C@@H](CS[11*])[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1[13*],3,240.142
41777,[14*]c1cc(C)c2c([16*])c([16*])cc(NC(C)CCCN)c2n1,3,240.15
41778,[5*]N1CCN(CCc2c(C)[nH]c3cc([16*])c([16*])cc23)CC1,3,240.15
41779,[15*][C@@H]1C[C@@H]2c3cc([16*])c([16*])cc3CCN2C[C@H]1CC(C)C,3,240.175
41780,[9*]n1c([14*])nc([14*])c1Sc1cc(Cl)cc(Cl)c1,3,240.939
41781,[3*]Oc1ccc(-n2cnc3cc([14*])sc3c2=O)cc1[16*],3,241.007
41782,[1*]C(=O)c1cc(O[3*])cc(Oc2cnc(C([1*])=O)cn2)c1,3,241.025
41783,[14*]c1nc([14*])c(CCc2noc3cc([16*])c(C)cc23)s1,3,241.044
41784,[8*][C@@H](C)Oc1cc(-n2cnc3ccc([16*])cc32)sc1[14*],3,241.044
41785,[16*]c1ccc(C(=O)c2c(O)cc(O)c([16*])c2[16*])cc1OC,3,241.05
41786,[4*][C@@H](C[8*])[C@H](O)CN([5*])S(=O)(=O)c1ccc(N)cc1,3,241.065
41787,[1*]C(=O)c1nnc(N[5*])cc1Nc1cccc([16*])c1OC,3,241.073
41788,[14*]c1nc(Nc2ccc([16*])c(OC)c2)c(C(N)=O)nc1[14*],3,241.073
41789,[3*]Oc1cc2ncnc(N[5*])c2cc1NC(=O)/C=C/C[4*],3,241.073
41790,[6*]C(=O)Nc1cc(Nc2cccc([16*])c2OC)c([14*])nn1,3,241.073
41791,[16*]c1cc([C@H](O)Cc2ccc(OC)c(O)c2)cc([16*])c1[16*],3,241.086
41792,[16*]c1ccc(C[C@@H](O)c2cc([16*])c(OC)c([16*])c2)cc1O,3,241.086
41793,[16*]c1ccc(C[C@@H](O)c2cc([16*])c([16*])c(OC)c2)cc1O,3,241.086
41794,[3*]OCCCOc1cccc(Oc2ccccc2[16*])c1[16*],3,241.086
41795,[5*]N([5*])[C@H]1C[C@@H](CC)N([5*])c2ccc(C(F)(F)F)cc21,3,241.095
41796,[1*]C(=O)[C@@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H]([4*])C[8*],3,241.098
41797,[1*]C(=O)[C@H](C[8*])NC(=O)[C@H]([4*])Cc1c[nH]c2ccccc12,3,241.098
41798,[1*]C(=O)c1c(C(C)(C)O)nc([14*])n1Cc1ccc([16*])cc1,3,241.098
41799,[3*]OC(=O)c1c([14*])nc(CCC)n1Cc1ccc([16*])cc1,3,241.098
41800,[5*]N1C[C@H](Oc2cc([14*])nc3cc(OC)ccc23)C[C@H]1[13*],3,241.098
41801,[4*]CCCOc1ccc2c(c1[16*])N=C(N[5*])N1CCN=C21,3,241.109
41802,[5*]N(C(=O)c1nc2ccccc2n1[9*])[C@@H]1CNC[C@H]([15*])C1,3,241.109
41803,[5*]Nc1nc(Nc2ccc([16*])c(OC)c2)c([14*])nc1CC,3,241.109
41804,[5*]Nc1ncnc2cc([16*])c(OC3CCN([5*])CC3)cc12,3,241.109
41805,[9*]n1cc([16*])c(=O)c2ccc(N3C[C@H]([15*])[C@@H](NC)C3)nc21,3,241.109
41806,[15*]C1CCN(c2nc3c(F)cc([16*])cc3c(C)c2[16*])CC1,3,241.114
41807,[3*]OC(=O)N[C@H](C(=O)N1C[C@H](O[3*])C[C@H]1[13*])C(C)(C)C,3,241.119
41808,[1*]C(=O)c1ccc2c(c1)CC[C@@H]1C[C@]([15*])(O)CC[C@@]21C[8*],3,241.123
41809,[3*]OCCC[N+]12CCC(CC1)[C@@H](OC(=O)C([8*])([8*])O)C2,3,241.131
41810,[16*]c1cc([16*])c([16*])c(C(=O)NC[C@@H]2CCCN2CC=C)c1,3,241.134
41811,[3*]O[C@H]1CCN(Cc2c([16*])cc(C)c3[nH]ccc23)[C@H]([13*])C1,3,241.134
41812,[4*]C[C@@H]([4*])C(=O)N1CCC2(CC1)CN([5*])c1ccccc12,3,241.134
41813,[5*]N1[C@H]2CC[C@@H]1C[C@H](NC(=O)c1cc([16*])c([16*])cc1C)C2,3,241.134
41814,[5*]NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](C[8*])N[5*],3,241.141
41815,[5*]N(C[8*])CCN1[C@H]2CC[C@@H]1C[C@H](c1cccc([16*])c1)C2,3,241.17
41816,[3*]OC[C@H](COP(=O)([O-])O[3*])OC(=O)CS[11*],3,241.966
41817,[3*]O[C@H](COC(=O)CS[11*])COP(=O)([O-])O[3*],3,241.966
41818,[4*][C@@H](Cc1ccccc1)[C@@H](CN([5*])[5*])OP(=O)(O)O,3,242.058
41819,[9*]n1cc([16*])c(=O)c2cc(F)c(N3C[C@H]4[C@H]([15*])[C@H]4C3)nc21,3,242.073
41820,[5*]N(Cc1cccc([16*])c1Cl)CC([8*])c1ccccc1,3,242.074
41821,[4*][C@@H]([8*])C(=O)N(C)CCc1cc([16*])cc(C(F)(F)F)c1,3,242.079
41822,[7*]C[C@@H](C[8*])N(C)C(=O)c1cc([16*])cc(C(F)(F)F)c1,3,242.079
41823,[1*]C(=O)c1c([14*])oc2cc(N([5*])CCO)c(C3CC3)cc12,3,242.082
41824,[1*]C(=O)CCN([5*])C(=O)c1ccc2c(c1)nc(C[4*])n2C,3,242.093
41825,[5*]N(C)C(=O)[C@H]([8*])NC(=O)c1cc2cc([16*])ccc2n1C,3,242.093
41826,[5*]N(Cc1ccc([16*])c(C(=O)O)c1)[C@@H](C)c1nc([14*])c[nH]1,3,242.093
41827,[9*]n1cc([16*])c(=O)c2ccc(N3C[C@H]([15*])[C@@H](OC)C3)nc21,3,242.093
41828,[5*]N1CCC(Nc2ncc3cc([16*])c(=O)n([9*])c3n2)CC1,3,242.104
41829,[5*]Nc1cc(Nc2nccc([14*])n2)c(OC)cc1N([5*])C,3,242.104
41830,[5*]N[C@](C)(C[8*])C(=O)NC[C@@H]([8*])NC(=O)CCC(=O)O,3,242.114
41831,[5*]N1CCC(c2nc(-c3cnc(N)c([14*])n3)n([9*])n2)CC1,3,242.115
41832,[1*]C(=O)C1CN2CCc3cc(OC)c([16*])cc3C2CC1[15*],3,242.118
41833,[1*]C(=O)C1CN2CCc3cc([16*])c(OC)cc3C2CC1[15*],3,242.118
41834,[15*]C1CN2CCc3cc([16*])c([16*])cc3C2CC1OC(C)=O,3,242.118
41835,[5*]NC(=O)c1ccc2c(c1)CC[C@@H]1C[C@]([15*])(O)CC[C@@]21[15*],3,242.118
41836,[8*]Cc1cc2c(=O)c([16*])cn([C@H](CO)C(C)C)c2cc1[16*],3,242.118
41837,[4*][C@H]([8*])CNC(=O)[C@@](C)(Cc1c[nH]c2ccccc12)N[5*],3,242.129
41838,[4*][C@](C)(Cc1c[nH]c2ccccc12)C(=O)NC[C@@H]([8*])N[5*],3,242.129
41839,[5*]N(CC)CCCOc1ccc(-c2cn([9*])c([14*])n2)cc1,3,242.129
41840,[5*]N1CCC2(CC1)C(=O)N(Cc1cccc([16*])c1)CN2[5*],3,242.129
41841,[9*]n1nc(C(=O)NC2([15*])C3CC4CC(C3)CC2C4)cc1[14*],3,242.129
41842,[5*]N1CCN(c2cc(C)c3nc([14*])c(N([5*])C)n3c2)CC1,3,242.141
41843,[5*]Nc1cc([14*])nc(Sc2ccc(NC([6*])=O)cc2)n1,3,243.034
41844,[9*]n1c([14*])cc2c(c(OCC(F)(F)F)c([14*])n2C)c1=O,3,243.038
41845,[1*]C(=O)COc1cccc2c1c(C(=O)C(N)=O)c([14*])n2[9*],3,243.041
41846,[6*]C(=O)O[C@@H](C[8*])c1ccc(OC(F)F)c(OC[8*])c1,3,243.047
41847,[4*]Cc1cc(C[8*])ccc1-c1ccccc1S([12*])(=O)=O,3,243.048
41848,[1*]C(=O)c1c([16*])c2c(=O)n(CC([6*])=O)c(CC)cc2n1C,3,243.077
41849,[5*]N([5*])CCn1c([14*])nc2cc(/C=C/C(=O)NO)ccc21,3,243.088
41850,[5*]NC(=O)c1c([16*])c(-c2ccc(F)cc2)n([9*])c1C(C)C,3,243.093
41851,[1*]C(=O)N[C@@H](C)CNc1nccc(-c2cn([9*])nc2[14*])n1,3,243.099
41852,[4*]C1(C(N)=O)CCN(c2ncnc3c2nc([14*])n3[9*])CC1,3,243.099
41853,[9*]n1c([14*])nc2c(N3CCC([15*])(C(N)=O)CC3)ncnc21,3,243.099
41854,[1*]C(=O)[C@H]([8*])N1CCC(c2ccc(NC([6*])=O)cc2)CC1,3,243.113
41855,[14*]c1[nH]c(Cc2[nH]c([14*])c(C)c2CCC(=O)O)c([16*])c1C,3,243.113
41856,[5*]N1CCN(C(=O)/C=C/c2cc([16*])c(OC)c([16*])c2)CC1,3,243.113
41857,[5*]N1CCN(C(=O)/C=C/c2cc([16*])c([16*])c(OC)c2)CC1,3,243.113
41858,[6*]C(=O)N1CCC[C@H](C(=O)Nc2ccc(C)c([16*])c2)[C@@H]1[13*],3,243.113
41859,[4*]CCCn1nc([C@@H](C)N([5*])C([6*])=O)c2ccc(C)nc21,3,243.125
41860,[4*]CCN([5*])CCCOc1ccc2c(N[5*])ncnc2c1,3,243.125
41861,[5*]N(C)[C@@H](C)C(=O)NCCCC#Cc1cnc([14*])nc1[14*],3,243.125
41862,[8*]Cn1c([14*])c([16*])c2c(=N)n([C@H]3CC[C@H](O)CC3)cnc21,3,243.125
41863,[4*][C@H](CO)CCCCNC(=O)[C@@H](NC(=O)OC)C([8*])[8*],3,243.134
41864,[9*]n1c([14*])nc2c(N3CCC([15*])(NCC)CC3)ncnc21,3,243.136
41865,[5*]N[C@H](C[8*])C(=O)N1CCC[C@@]([15*])(Cc2ccccc2)C1,3,243.15
41866,[4*]C1(c2ccccc2)CCN(CC[C@@H]([8*])CN([5*])C)CC1,3,243.186
41867,[5*]N(C)C[C@H]([8*])CCN1CCC([15*])(c2ccccc2)CC1,3,243.186
41868,[1*]C(=O)c1cc(I)c(N[5*])cc1[16*],3,243.926
41869,[5*]NC(=O)c1cc(I)c([16*])cc1[16*],3,243.926
41870,[6*]C(=O)Nc1cc([16*])c([16*])cc1I,3,243.926
41871,[1*]C(=O)c1cnc([14*])[nH]/c1=N\Cc1ccc([16*])c(Cl)c1,3,244.028
41872,[4*]Cc1cc([16*])ccc1-c1ccccc1S(=O)(=O)N[5*],3,244.043
41873,[5*]N(Cc1ccc([16*])cc1)S(=O)(=O)c1ccc([16*])cc1,3,244.043
41874,[5*]NS(=O)(=O)c1ccccc1-c1ccc(C[8*])cc1[16*],3,244.043
41875,[3*]OC(=O)CCN([5*])C(=O)c1ccc2c(c1)nc([14*])n2C,3,244.072
41876,[5*]Nc1nc([14*])nc(OCCO)c1Oc1ccccc1[16*],3,244.072
41877,[1*]C(=O)[C@@H](N)CCC(=O)N[C@@H](CSC[8*])C(=O)N[5*],3,244.076
41878,[3*]OC[C@@H](O)[C@@H](OC)[C@@H]1OC(C(=O)O)=C[C@H]([15*])[C@H]1N[5*],3,244.082
41879,[13*][C@@H]1C[C@@H](F)CN1C(=O)Cn1nc([14*])c2cc([16*])ccc21,3,244.089
41880,[13*][C@@H]1CCCCN1C(=O)C(=O)c1cc([16*])c(OC)c([16*])c1,3,244.097
41881,[13*][C@@H]1CCCCN1C(=O)C(=O)c1cc([16*])c([16*])c(OC)c1,3,244.097
41882,[3*]Oc1ccc2c(c1)c([16*])c(CC(C)(C)C(=O)O)n2C[8*],3,244.097
41883,[5*]Nc1cccc([C@@H](CC)C2=C(O)CC([13*])([13*])OC2=O)c1,3,244.097
41884,[8*]COc1ccc2c(c1)c([16*])c(CC(C)(C)C(=O)O)n2[9*],3,244.097
41885,[5*]NC(=O)[C@H]1CCCN(C([6*])=O)[C@H]1c1ccc(N[5*])cc1,3,244.109
41886,[4*][C@@H](C)C(=O)NCCCC#Cc1cnc(N[5*])nc1N[5*],3,244.12
41887,[1*]C(=O)C([8*])(CCN1CCC([15*])(O)CC1)c1ccccc1,3,244.134
41888,[3*]Oc1cccc(CC(=O)N2CCC[C@@]([15*])(CC[4*])C2)c1,3,244.134
41889,[13*][C@H]1CNCCN1C(=O)N(C)[C@H](C)c1cc([16*])cc([16*])c1,3,244.145
41890,[4*][C@]1(C(=O)N[C@H]([8*])C)CC[C@H](c2nc([14*])cc(C)n2)CC1,3,244.145
41891,[8*][C@H](C)NC(=O)[C@]1([15*])CC[C@@H](c2nc([14*])cc(C)n2)CC1,3,244.145
41892,[1*]C(=O)c1csc(NC(=O)c2cc([16*])c([16*])cc2O)n1,3,245.002
41893,[5*]Nc1c(F)c(F)cc([16*])c1NS(=O)(=O)C1([15*])CC1,3,245.02
41894,[3*]OCc1cc([16*])ccc1-c1ccccc1S([12*])(=O)=O,3,245.027
41895,[3*]Oc1ccc(NC(=O)c2c([16*])ccn([9*])c2=O)cc1F,3,245.036
41896,[3*]Oc1ccn([9*])c(=O)c1C(=O)Nc1ccc([16*])c(F)c1,3,245.036
41897,[3*]O[C@@H](C)c1cccc(-c2csc(NC([6*])=O)n2)c1[16*],3,245.038
41898,[5*]N(C[8*])C(=O)Cn1c(S[11*])cc(=O)c2ccccc21,3,245.038
41899,[5*]N([5*])C(=O)Cn1c(SC[8*])cc(=O)c2ccccc21,3,245.038
41900,[5*]N1C[C@H](Oc2ncc([16*])c3ccc(Cl)cc23)C[C@H]1[13*],3,245.048
41901,[9*]n1nc([14*])cc1NC(=O)NCc1ccccc1S[11*],3,245.05
41902,[1*]C(=O)OC(C)OC(=O)c1cccc2nc([14*])n(C[8*])c12,3,245.056
41903,[1*]C(=O)[C@H](CSC[8*])NC(=O)CC[C@H](N)C(=O)O[3*],3,245.06
41904,[3*]Oc1c(N[5*])nc(-c2ccnc([14*])c2)nc1OCCO,3,245.067
41905,[16*]c1cc([16*])c(NC(=O)c2cnc3ccccc3c2)cc1[16*],3,245.071
41906,[4*]C[C@H]1C[C@]([13*])(Cn2cccn2)N([5*])[C@H]1c1nccs1,3,245.086
41907,[5*]N1CCN(Cc2sc3c([14*])nc([14*])nc3c2C)CC1,3,245.086
41908,[1*]C(=O)Oc1cccc(NC(=O)C2([15*])CCN([5*])CC2)c1,3,245.093
41909,[5*]N(Cc1ccccc1)C(=O)[C@H](C[8*])N(C)C(=O)C([6*])=O,3,245.093
41910,[5*]N[C@@H](C)C(=O)N1Cc2cc([16*])c([16*])cc2C[C@H]1C(=O)O,3,245.093
41911,[1*]C(=O)c1nn(CC[4*])c2c(N[5*])nc(N(C)CC)nc12,3,245.115
41912,[4*]CCn1nc(C(=O)N[5*])c2nc(N(C)CC)nc([14*])c21,3,245.115
41913,[1*]C(=O)[C@@H](Cc1ccccc1)N(C)C(=O)[C@@H](C[8*])N([5*])C,3,245.129
41914,[4*]CC1CCCCN1C(=O)Oc1ccc(CN[5*])cc1[16*],3,245.129
41915,[5*]N([5*])[C@H]1C[C@@H](CC)N(C(=O)OCC)c2ccc([16*])cc21,3,245.129
41916,[5*]N(c1cc([16*])cc(C(=O)NC[8*])c1C)C1CCOCC1,3,245.129
41917,[5*]N1c2ccc([16*])cc2[C@@H](N(C[8*])C(=O)OC)C[C@H]1CC,3,245.129
41918,[8*]Cn1c([14*])c(C)cc(C(=O)NC2([15*])CCCCC2)c1=O,3,245.129
41919,[5*]N(C)c1cnc(N2C[C@H]3COCCN3C[C@H]2[13*])cc1[16*],3,245.14
41920,[1*]C(=O)N[C@@H](Cc1ccccc1)[C@H]([4*])CN([5*])CC(C)C,3,245.165
41921,[1*]C(=O)[C@H]1CN(c2nc3nc([14*])ncc3s2)CCN1[5*],3,246.045
41922,[3*]OC(=O)[C@@H](N)CCC(=O)N[C@@H](CS[11*])C(=O)N[5*],3,246.055
41923,[9*]n1c(CC(C)(C)C(=O)O)c(S[11*])c2cc([16*])ccc21,3,246.059
41924,[1*]C(=O)c1nnc2c(-c3cc([16*])ccc3[16*])cccc2c1N,3,246.067
41925,[14*]c1nc(-c2ccc([16*])cc2)nc(-c2ccc([16*])cc2O)n1,3,246.067
41926,[14*]c1nc(-c2ccncc2)nc([14*])c1Oc1ccccc1[16*],3,246.067
41927,[8*]C[C@@]([8*])(O)C(F)(F)c1ccc(-c2ccc([16*])cc2)cn1,3,246.073
41928,[8*]C([8*])C(=O)N1Cc2ccc(OC)c([16*])c2C[C@H]1C(=O)O,3,246.077
41929,[4*]CCN(C)c1nc(OCC(F)(F)F)c(N[5*])cc1[16*],3,246.085
41930,[4*]CCN(C)c1nc(OCC(F)(F)F)c([16*])cc1N[5*],3,246.085
41931,[1*]C(=O)c1ccc(Cc2cn(C)c3ccc([16*])cc23)c([16*])c1,3,246.092
41932,[15*][C@H]1COc2ccccc2-c2c([16*])c3ccc([16*])cc3n2C1,3,246.092
41933,[16*]c1cc2ccnc(Cc3ccc(OC)c([16*])c3)c2cc1[16*],3,246.092
41934,[16*]c1cc2ccnc(Cc3ccc([16*])c(OC)c3)c2cc1[16*],3,246.092
41935,[16*]c1ccc(Cc2nccc3cc(OC)c([16*])cc23)cc1[16*],3,246.092
41936,[16*]c1ccc(Cc2nccc3cc([16*])c(OC)cc23)cc1[16*],3,246.092
41937,[8*]COc1ccc2c(c1)c(SC(C)(C)C)c([14*])n2C[8*],3,246.095
41938,[1*]C(=O)c1nn(CCOCC)c2c([14*])nc(N([5*])C)nc12,3,246.099
41939,[1*]C(=O)c1nn(CCO[3*])c2c([14*])nc(N(C)CC)nc12,3,246.099
41940,[1*]C(=O)Oc1ccc(CNC(=O)CCCCC[7*])cc1[16*],3,246.113
41941,[1*]C(=O)N[C@](C)(C[8*])C(=O)NC[C@H](N[5*])c1ccccc1,3,246.124
41942,[5*]Nc1nc(NCC=C)nc(N2CCN(C([8*])[8*])CC2)n1,3,246.147
41943,[4*][C@H](CO)CCCCNC(=O)[C@@H]([4*])C([8*])c1ccccc1,3,246.149
41944,[5*]N[C@H]([8*])CCN1[C@H]2CC[C@@H]1C[C@@H](n1c([14*])nnc1C)C2,3,246.172
41945,[1*]C(=O)c1ccc(Oc2cc(F)c([16*])cc2Cl)c([16*])c1,3,246.996
41946,[1*]C(=O)[C@@H]1N[C@@H]([13*])[C@@]2(C(=O)Nc3cc(Cl)ccc32)[C@H]1[15*],3,247.027
41947,[14*]c1nc([14*])c([16*])c(NS(=O)(=O)c2ccc(C)cn2)n1,3,247.029
41948,[1*]C(=O)OC(C)OC(=O)c1cccc2nc(O[3*])n([9*])c12,3,247.035
41949,[3*]OC(=O)OC(C)OC(=O)c1cccc2nc([14*])n([9*])c12,3,247.035
41950,[3*]Oc1cc([16*])c(C)cc1Nc1ncc(Cl)c(N[5*])n1,3,247.039
41951,[1*]C(=O)c1ccc2oc([14*])c(C(=O)c3ccc([16*])cc3)c2c1,3,247.04
41952,[14*]c1nc(-c2ncccn2)nc([14*])c1Oc1ccccc1[16*],3,247.062
41953,[3*]Oc1ccc(F)cc1CNC(=O)Nc1cc([14*])nn1[9*],3,247.063
41954,[5*]N(c1nc([14*])c(C)s1)[C@@H](C[8*])c1ccc(C)c(F)c1,3,247.071
41955,[14*]c1cc(Nc2nc([14*])nc(-c3cccc([14*])n3)n2)ccn1,3,247.073
41956,[1*]C(=O)[C@H](C)NP(=O)(COCC[8*])N[C@@H](C)C([1*])=O,3,247.085
41957,[16*]c1cc([16*])c2c(=O)[nH]c(-c3cc(C)c([16*])c(C)c3)nc2c1,3,247.087
41958,[9*]n1cc([16*])c(=O)c2ccc(-c3cnc([14*])c(C)c3)c(C)c21,3,247.087
41959,[5*]NC(=O)c1nn(CCOCC)c2c(N[5*])nc([14*])nc12,3,247.094
41960,[5*]Nc1cccc(-c2nc(NC)nc3cc([16*])c([16*])cc23)c1,3,247.098
41961,[3*]OC(=O)N[C@](C)(C[8*])C(=O)NC[C@H]([4*])c1ccccc1,3,247.108
41962,[3*]OC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N([5*])[5*],3,247.108
41963,[3*]Oc1ccc(CC(NC([6*])=O)C(=O)N([5*])CCC)cc1,3,247.108
41964,[8*]C[C@H](N)C(=O)N(Cc1ccc([16*])c(C(=O)O)c1)[C@H]([8*])C,3,247.108
41965,[8*]C[C@H](NC(=O)OC)C(=O)N[C@H]([8*])Cc1ccc([16*])cc1,3,247.108
41966,[13*][C@@H]1C[C@]2(C)[C@H]3C(=O)[C@@H]([15*])C[C@@H]([15*])[C@]3(C)CC[C@H]2C(=O)O1,3,247.133
41967,[4*]CCP(CC[4*])CCP(CC[4*])CCOCC,3,247.138
41968,[4*]CC(=O)N[C@@H](C[8*])[C@@H](O)C[C@H](Cc1ccccc1)N[5*],3,247.145
41969,[4*]CC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@H](C[8*])N[5*],3,247.145
41970,[4*]CCOc1ccc(CC(N[5*])C(=O)N([5*])CCC)cc1,3,247.145
41971,[5*]N[C@@H](C[8*])CC[C@H](Cc1ccccc1)NC(=O)OC[8*],3,247.145
41972,[5*]N[C@H](CC[C@H](C[8*])NC(=O)OC[8*])Cc1ccccc1,3,247.145
41973,[1*]C(=O)[C@@H]([4*])CSSC[C@H]([4*])C(=O)NCC(=O)O,3,248.005
41974,[5*]N(c1cc2oc([14*])c([16*])c2cc1C1CC1)S(C)(=O)=O,3,248.038
41975,[5*]N([5*])[C@@H](c1oc2cc(Cl)ccc2c(=O)c1[16*])C(C)C,3,248.048
41976,[5*]N([5*])[C@@H](c1nc2cc(Cl)ccc2c(=O)n1[9*])C(C)C,3,248.059
41977,[1*]C(=O)c1ccc(-c2cc([16*])c3oc(CN[5*])cc3c2)cc1,3,248.071
41978,[16*]c1cc([16*])cc(Cn2c(C(=O)O)c([16*])c3ccccc32)c1,3,248.071
41979,[3*]Oc1cccc(-n2c(C)c(C([6*])=O)c3ccc([16*])cc32)c1,3,248.071
41980,[5*]N(c1cc([16*])cc(OC)c1)c1ccc2ncc([14*])nc2c1,3,248.082
41981,[5*]NC(=O)c1cc(-c2ccc([14*])nc2)cc2c1c(C)cn2[9*],3,248.082
41982,[5*]Nc1cccc(-c2nc([14*])nc3cc(OC)c([16*])cc23)c1,3,248.082
41983,[5*]Nc1cccc(-c2nc([14*])nc3cc([16*])c(OC)cc23)c1,3,248.082
41984,[8*]Cc1ccc2[nH]nc(NC(=O)c3ccc([16*])cc3[16*])c2c1,3,248.082
41985,[4*]CCN([5*])C(=O)Cc1c(CC)c(O)cc(O)c1C([6*])=O,3,248.092
41986,[5*]N([5*])C(=O)COc1ccc(CC(=O)OCCC)cc1[16*],3,248.092
41987,[4*]C[C@H](Cc1ccc(-c2cn3cccc([16*])c3n2)cc1)N[5*],3,248.119
41988,[4*][C@H](CN[5*])Cc1ccc(-c2cn3cccc([16*])c3n2)cc1,3,248.119
41989,[3*]OCC(=O)N[C@@H](C[8*])[C@@H](O)C[C@@H]([4*])Cc1ccccc1,3,248.129
41990,[3*]OCC(=O)N[C@@H](Cc1ccccc1)[C@@H](O)C[C@@H]([4*])C[8*],3,248.129
41991,[4*]CCN(CC[4*])C(=O)Cc1c([16*])c(O)cc(O)c1CC,3,248.129
41992,[4*][C@@H](C[8*])C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC[8*],3,248.129
41993,[4*][C@@H](Cc1ccccc1)C[C@H](O)[C@H](C[8*])NC(=O)OC[8*],3,248.129
41994,[5*]N(CC([8*])[8*])[C@H](C)CCOc1cccc(CC(=O)O)c1,3,248.129
41995,[5*]N([5*])CC[C@H]([8*])c1cc(CO)ccc1OC(=O)C(C)C,3,248.129
41996,[8*]C(CC)(COC(=O)c1cc([16*])c(OC)c([16*])c1)N(C)C,3,248.129
41997,[8*]C(CC)(COC(=O)c1cc([16*])c([16*])c(OC)c1)N(C)C,3,248.129
41998,[1*]C(=O)COCCCCN(c1cnc([14*])c([14*])n1)C(C)C,3,248.14
41999,[5*]Nc1ccc(C[C@H](N[5*])C(=O)OCCN([5*])CC)cc1,3,248.14
