NO,Frag,Conect,MolWt
12743,[5*]Nc1cc(NC[C@H]2CCNC[C@@H]2O)nc2c(C(C)C)cnn12,1,303.193
12744,[15*][C@]1(C)[C@H](O)CC[C@@]2(C)[C@H](CCC3=CCOC3=O)C(=C)CC[C@H]12,1,303.196
12745,[6*]C(=O)NN(C(=O)c1cc(C)cc(C)c1)[C@H](CCC)C(C)(C)C,1,303.207
12746,[8*]CCN1CCC(COC)(N(C(=O)CC)c2ccccc2)CC1,1,303.207
12747,[16*]c1ccc(/C=C(\C)c2ccc3c(c2)C(C)(C)CCC3(C)C)cc1,1,303.211
12748,[16*]c1ccc(C(=C)c2cc3c(cc2C)C(C)(C)CCC3(C)C)cc1,1,303.211
12749,[5*]Nc1ccc(N2CCC(N3CCN(C)CC3)CC2)c(OC)c1,1,303.218
12750,[5*]Nc1ccc(N2CCC(N3CCN(C)CC3)CC2)cc1OC,1,303.218
12751,[15*][C@@H]1C[C@@](C)(C=C)[C@@H](O)[C@H](C)[C@]23CCC(=O)[C@H]2[C@@]1(C)[C@H](C)CC3,1,303.232
12752,[5*]N[C@@H]1CCOc2c(Br)cc(Br)cc21,1,303.897
12753,[3*]Oc1nc(Nc2ccc(C#N)cc2)nc(N)c1Br,1,303.983
12754,[14*]c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,1,304.004
12755,[8*][C@H](C)NC(=O)/C(C#N)=C/C=C/c1cccc(Br)n1,1,304.009
12756,[5*]Nc1ccc(S(=O)(=O)Nc2nc3ccccc3s2)cc1,1,304.021
12757,[12*]S(=O)(=O)c1ccc(NC(=O)c2ccccc2C(=O)O)cc1,1,304.028
12758,[1*]C(=O)Nc1ncc(CCN=c2[nH]cnc3ccsc23)s1,1,304.033
12759,[10*]N1C[C@H](CN(c2ccon2)P(=O)(O)OC(C)=O)OC1=O,1,304.033
12760,[13*][C@@H]1SCCN1S(=O)(=O)c1ccc(-c2ccccc2)cc1,1,304.047
12761,[7*]C1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,1,304.047
12762,[10*]N1Cc2cc(-c3cc(C(=O)N(C)C)no3)cc(Cl)c2C1=O,1,304.049
12763,[6*]C(=O)Nc1ccc(OC)cc1C(=O)Nc1ccc(Cl)cn1,1,304.049
12764,[16*]c1cccc(-c2ccnc3c(C(=O)c4cccs4)cnn23)c1,1,304.054
12765,[16*]c1ccc(-c2cc(=O)c3c(N)c(F)c(C)c(F)c3o2)cc1F,1,304.059
12766,[5*]N1CC[C@@H](NC(=O)c2[nH]c(C)c(Cl)c2Cl)[C@@H](OC)C1,1,304.062
12767,[16*]c1ccc(C(=O)NS(=O)(=O)c2ccccc2C)cc1OC,1,304.064
12768,[16*]c1ccc2c(c1)nc(Nc1cccc(Cl)c1)c1ccncc12,1,304.064
12769,[12*]S(=O)(=O)c1ccc(CCNC(=O)c2cnc(C)cn2)cc1,1,304.076
12770,[16*]c1ccc(C[C@H](NC(=O)c2c(F)cccc2F)C(=O)O)cc1,1,304.079
12771,[8*][C@@H](Oc1cccc(C(F)(F)F)c1)C(=O)OCCNC(C)=O,1,304.08
12772,[6*]C(=O)n1c(C)c(CC(=O)OCC(=O)O)c2cc(OC)ccc21,1,304.082
12773,[5*]Nc1cc(F)c(Oc2ccnc(NC(=O)C3CC3)c2)cc1F,1,304.09
12774,[5*]NC(=O)c1cn2c(c(O)c1=O)C(=O)N1[C@H]3CC[C@H](C3)O[C@@H]1C2,1,304.093
12775,[14*]c1ccc(Cn2ccc3nc(-c4ccccc4F)nc-3c2)nn1,1,304.1
12776,[14*]c1n[nH]c2cc([C@@H]3C[C@@]34C(=O)Nc3ccc(OC)cc34)ccc12,1,304.109
12777,[9*]n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21,1,304.11
12778,[9*]n1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)cc21,1,304.11
12779,[16*]c1cc2c(=O)c(C(=O)O)cn([C@H](CO)C(C)C)c2cc1OC,1,304.118
12780,[14*]c1ncc(CC(=O)Nc2ccc(-c3cnccn3)cn2)cc1C,1,304.12
12781,[4*]CCOc1cccc(-c2n[nH]c3ccc(-c4nnc[nH]4)cc23)c1,1,304.12
12782,[5*]NC(=O)c1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,1,304.12
12783,[5*]NC(=O)c1ccc(CNc2nccc(-c3cccnc3)n2)cc1,1,304.12
12784,[6*]C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,1,304.12
12785,[5*]N1CCN(C(=O)Nc2nc3cc(F)ccc3nc2OC)CC1,1,304.121
12786,[9*]n1nc(CCCc2ccc(OC(C)(C)C(=O)O)cc2)nc1O,1,304.13
12787,[5*]NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1,1,304.131
12788,[5*]Nc1nc(N2C[C@@H](F)[C@H](NC(=O)C=C)C2)nc2c1ncn2C,1,304.132
12789,[11*]Sc1nc(Nc2cc(C)[nH]n2)cc(N2CCN(C)CC2)n1,1,304.134
12790,[15*]C1(C(=O)Nc2ccccc2SC(=O)C(C)C)CCCCC1,1,304.137
12791,[5*]Nc1nc(O[C@@H]2CCN(C(=O)C=C)C2)c(CC)nc1C(N)=O,1,304.141
12792,[5*]Nc1ncnc2c1ccn2C1C[C@H](C(=O)NCC)[C@@H](O)[C@H]1O,1,304.141
12793,[4*]CCCNc1ncc(C)c2[nH]c3ccc4cc(O)ccc4c3c12,1,304.145
12794,[4*]Cc1ccc([C@@H](CN)C(=O)Nc2ccc3cnccc3c2)cc1,1,304.145
12795,[15*]C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,1,304.155
12796,[14*]c1cc(N2CCC3(CC2)CN[C@H](C(=O)OCC)C3)nc(N)n1,1,304.177
12797,[3*]Oc1cc2c(cc1OC)[C@H]1C[C@@H](O)[C@H](CC(C)C)CN1CC2,1,304.191
12798,[3*]Oc1ccc(CNC(=O)CCCC/C=C/C(C)C)cc1OC,1,304.191
12799,[4*][C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,1,304.191
12800,[5*]N(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1,1,304.191
12801,[8*]CC(=O)N1[C@@H](C)c2cccc(CCC(C)(C)O)c2C[C@@H]1CO,1,304.191
12802,[8*]COC[C@H]1CCC(=O)N1c1ccc([C@@H](O)CCCCC)cc1,1,304.191
12803,[4*]CC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1,1,304.203
12804,[4*]CCN[C@H](C)Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2,1,304.203
12805,[15*]C1CCN(CCC(Oc2cc(OC)ccc2C)C(C)C)CC1,1,304.228
12806,[10*]N1CC[C@H](NS(=O)(=O)/C=C/c2ccc(Cl)s2)C1=O,1,304.982
12807,[4*]C[C@@H](NC(=O)C(Cl)Cl)[C@H](O)c1ccc([N+](=O)[O-])cc1,1,305.01
12808,[12*]S(=O)(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,1,305.023
12809,[5*]N1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21,1,305.042
12810,[8*]Cc1ccc(-c2ccc(C(F)(F)F)cc2C(F)(F)F)nn1,1,305.051
12811,[5*]N(CC#C)c1nc(-c2cc(C)c(OC)cc2Cl)c(C)s1,1,305.052
12812,[16*]c1ccc(NC(=S)NC(=O)Cc2ccc(F)cc2)cc1F,1,305.056
12813,[4*]Cc1ccc(S(=O)(=O)n2ccc(/C=C/C(=O)NO)c2)cc1,1,305.06
12814,[5*]NS(=O)(=O)c1ccc(NC(=O)c2ccc(OC)cc2)cc1,1,305.06
12815,[4*]CC/C=C1/c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,305.061
12816,[4*]CC/C=C1\c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,305.061
12817,[9*]n1ccc2c(NC(CC)Cc3sccc3Cl)ncnc21,1,305.063
12818,[3*]O[C@@H]1Cc2c(O)cc(O)cc2O[C@@H]1c1cc(O)c(O)c(O)c1,1,305.066
12819,[5*]NC(=O)NS(=O)(=O)c1cnccc1Nc1cccc(C)c1,1,305.071
12820,[3*]Oc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1,1,305.073
12821,[3*]Oc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1,1,305.073
12822,[15*][C@@H]1C[C@@H]2CC[C@H](C1)N2c1nc2c(F)cc(C(=O)O)cc2s1,1,305.076
12823,[16*]c1ccc2cc([C@H](C)C(=O)OCCS(C)(=O)=O)ccc2c1,1,305.085
12824,[10*]N1C(=O)c2c3c(c4[nH]c5cccc(OC)c5c4c2C1=O)CCC3,1,305.093
12825,[5*]N(Cc1cccc(C(=O)O)c1)C(=O)c1cnc2ccccc2c1,1,305.093
12826,[1*]C(=O)[C@@H]1CC=NN1C(=O)[C@H](OC(=O)CC)c1ccc(F)cc1,1,305.094
12827,[16*]c1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1,1,305.096
12828,[1*]C(=O)c1ccc(-c2cccc3nc(NC(=O)C4CC4)nn23)cc1,1,305.104
12829,[9*]n1c(=O)n(C)c2cnc3ccc(-c4ccc(OC)nc4)cc3c21,1,305.104
12830,[16*]c1c(OC)ccc2cc3[n+](cc12)CCc1cc2c(cc1-3)OCO2,1,305.105
12831,[16*]c1ccc2cc3[n+](cc2c1OC)CCc1cc2c(cc1-3)OCO2,1,305.105
12832,[11*]Sc1c(C(C)C)nc(COC(N)=O)n1Cc1ccncc1,1,305.107
12833,[14*]c1nsc(N(C)CCCNCc2ccc3c(c2)OCO3)n1,1,305.107
12834,[5*]NC(=O)c1ccc(C)c(Nc2nccc(-c3cnccn3)n2)c1,1,305.115
12835,[6*]C(=O)Nc1ccc(C)c(Nc2nccc(-c3cncnc3)n2)c1,1,305.115
12836,[6*]C(=O)Nc1cnc(C)c(Nc2nccc(-c3cccnc3)n2)c1,1,305.115
12837,[4*]C[C@](O)(CC(C)(C)c1cc(F)cc2c1OCC2)C(F)(F)F,1,305.116
12838,[14*]c1nc2ccccc2c(C(=O)N[C@@H](CC)c2ccccc2)c1O,1,305.129
12839,[16*]c1cccc2c1c(C(=O)C(N)=O)c(CC)n2Cc1ccccc1,1,305.129
12840,[3*]OC(=O)/C(C#N)=C/c1ccc2cc(N3CCCCC3)ccc2c1,1,305.129
12841,[8*][C@H](CC)NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12,1,305.129
12842,[12*]S(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1,1,305.132
12843,[5*]Nc1ncnn2cc(NC(=O)OC[C@@H]3COCCN3)c(C)c12,1,305.136
12844,[14*]c1nc2cccc(-c3ccc(C(=O)N4CC(C)(C)C4)cc3)n2n1,1,305.14
12845,[4*][C@H](c1cn(C23CC(C2)C3)nn1)c1cccc2c(=O)n(C)ccc12,1,305.14
12846,[5*]Nc1ncccc1C(=O)Nc1ccc(C2(C#N)CCCC2)cc1,1,305.14
12847,[13*][C@H]1CCC(=O)N1C1CCN(Cc2ccc(Cl)c(C)c2)CC1,1,305.142
12848,[5*]N1CCN(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)CC1,1,305.15
12849,[5*]N[C@@H](COC)C(=O)N[C@@H](Cc1ccccc1)C(=O)[C@@]1(C)CO1,1,305.15
12850,[9*]n1c(CC)c(C)cc(C(=O)NC2(C(=O)O)CCCCC2)c1=O,1,305.15
12851,[16*]c1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,1,305.154
12852,[1*]C(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32,1,305.165
12853,[1*]C(=O)C[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3,1,305.175
12854,[16*]c1cc(C(C)(C)C)c(OC(=O)CCC(=O)O)c(C(C)(C)C)c1,1,305.175
12855,[1*]C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1,1,305.187
12856,[9*]n1c(C)cc(/C=C/c2ccc3cc(N(C)C)ccc3[n+]2C)c1C,1,305.189
12857,[8*]CN[C@H]1C2CCN(CC2)[C@H]1C(c1ccccc1)c1ccccc1,1,305.202
12858,[5*]Nc1ccc(C(O)CCCN(CC)CCCCCCC)cc1,1,305.259
12859,[16*]c1cc(Cl)ccc1NS(=O)(=O)c1ccc(Cl)s1,1,305.922
12860,[16*]c1c(-c2c(Cl)cc(Cl)cc2Cl)noc1C(C)(C)F,1,305.966
12861,[14*]c1ncc(C(=O)Nc2cc(C(F)(F)F)c(Cl)cn2)s1,1,305.972
12862,[16*]c1cnc(Nc2ccc(Cl)cc2Cl)nc1C(F)(F)F,1,305.981
12863,[11*]SCc1sc(-c2ccc(C(F)(F)F)cc2F)nc1C,1,306.003
12864,[1*]C(=O)C1=C(C)Nc2ccnn2[C@@H]1c1ccc(Cl)c(Cl)c1,1,306.02
12865,[14*]c1n[nH]c2ccc(OC(C)c3c(Cl)cncc3Cl)cc12,1,306.02
12866,[9*]n1nc(-c2ccc(Cl)cc2)n(C[C@H](O)C(F)(F)F)c1=O,1,306.026
12867,[12*]S(=O)(=O)c1cc(C(=O)Nc2ccc(F)c(C#N)c2)n(C)c1,1,306.035
12868,[5*]N[C@H](C)c1ccc(-c2cccc(Cl)c2C(=O)OC)cc1F,1,306.07
12869,[10*]N1C(=O)C2(CCC2)N(c2ccc(C(=O)NC)c(F)c2)C1=S,1,306.071
12870,[4*]C[C@H](N)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CS)C(=O)O,1,306.076
12871,[3*]Oc1ccc2c(c1)nc(Nc1ccc(C(F)(F)F)cc1)n2C,1,306.085
12872,[1*]C(=O)[C@H](CC(C)C)N1CC(Oc2ccccc2Cl)=CC1=O,1,306.09
12873,[15*][C@@H]1CC[C@@H](c2cccc(F)c2F)CN(CC(F)(F)F)C1=O,1,306.092
12874,[1*]C(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1,1,306.095
12875,[14*]c1ccc2nnc(COc3ccnc4cc(OC)ccc34)n2n1,1,306.099
12876,[16*]c1ccc(-c2ccc(-c3nc(C)c[nH]3)c3c2CNC3=O)c(F)c1,1,306.104
12877,[9*]n1c(C#CCCO)nc(-c2ccc(F)cc2)c1-c1ccncc1,1,306.104
12878,[8*]CNC(=O)c1cn2c(c(O)c1=O)C(=O)N1[C@H](C2)OCC[C@H]1C,1,306.109
12879,[14*]c1cccc(Cn2nnc3c(-c4ccc(C)o4)nc(N)nc32)n1,1,306.11
12880,[8*]C[C@](O)(CC(C)(C)c1ccc(F)cc1C(N)=O)C(F)(F)F,1,306.112
12881,[16*]c1ccccc1NC(=O)/C=C/c1ccc(OCC#C)c(OC)c1,1,306.113
12882,[16*]c1ccc(NC(=O)c2cccc(OC)c2)cc1-c1ccnn1C,1,306.124
12883,[16*]c1ccc2c(cnn2-c2cccc(C(=O)N[C@@H]3CCOC3)c2)c1,1,306.124
12884,[13*][C@@H]1CCCCN1C(=O)C(=O)c1cc(OC)c(OC)c(OC)c1,1,306.134
12885,[1*]C(=O)c1ccc2c(c1)nc(CNc1ccc(C(=N)N)cc1)n2C,1,306.135
12886,[5*]NC(=O)c1ccc(CCc2ccc3nc(N)nc(N)c3c2)cc1,1,306.135
12887,[5*]N(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12,1,306.137
12888,[16*]c1cn(CC)c2c(F)c(N3CCNC(C)C3)c(F)cc2c1=O,1,306.142
12889,[9*]n1nc(C(C)C)c2c(-n3cnc(-c4cnn(C)c4)c3)ccnc21,1,306.147
12890,[8*]Cn1c(C(=O)O)c(-c2ccc(C(C)(C)C)cc2)c2ccccc21,1,306.149
12891,[16*]c1ccc(CCCc2nc(O)n(Cc3ccc(C)cc3)n2)cc1,1,306.161
12892,[5*]N1CCC(N2C(=O)Nc3ccccc3C2c2ccccc2)CC1,1,306.161
12893,[1*]C(=O)C12CCC(NCC(=O)N3C[C@@H](F)C[C@H]3C#N)(CC1)CC2,1,306.162
12894,[16*]c1cc(CC(=O)OCCC)ccc1OCC(=O)N(CC)CC,1,306.171
12895,[14*]c1cc2ncccc2c(N[C@H]2C[C@@H]3CC[C@H](C2)N3CCC#N)n1,1,306.172
12896,[7*]C(c1cccnc1)c1cccc(N/C(=N/C(C)(C)C)NC#N)c1,1,306.172
12897,[14*]c1[nH]c2c(c1C)C(=O)N(C[C@H](O)CN1CCOCC1)CCC2,1,306.182
12898,[5*]N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C,1,306.182
12899,[5*]NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,1,306.182
12900,[5*]NCc1ccc(OC(=O)N2CCCCC2CNC)c(OC)c1,1,306.182
12901,[16*]c1ccc(C(=O)Nc2ccc3c(c2)C(C)(C)CCC3(C)C)cc1,1,306.186
12902,[4*][C@@H](C)CC(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,1,306.186
12903,[5*]N1CCN(CCCCN2C(=O)CC3(CCCC3)CC2=O)CC1,1,306.218
12904,[3*]OP(=O)(NCCBr)NCCBr,1,306.885
12905,[13*][C@H]1O[C@@H](n2cc(I)cnc2=O)C[C@@H]1O,1,306.958
12906,[16*]c1cc(NC(=O)Nc2ccccc2)c(F)cc1Br,1,306.988
12907,[5*]NC1c2ccccc2N(C)S(=O)(=O)c2cc(Cl)ccc21,1,307.031
12908,[6*]C(=O)NNC(=O)[C@@H]1CC[C@@H]2CN1C(=O)N2OS(=O)(=O)O,1,307.035
12909,[1*]C(=O)c1csc(NC(=O)c2cc(OC)c(OC)cc2O)n1,1,307.039
12910,[5*]Nc1cc(C(=O)O)cc(S(N)(=O)=O)c1Oc1ccccc1,1,307.039
12911,[16*]c1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,1,307.054
12912,[5*]NS(=O)(=O)c1ccc(NCc2cccc(OC)c2O)cc1,1,307.075
12913,[14*]c1ncc(C(F)(F)F)c(Nc2cccc(NC(=O)C=C)c2)n1,1,307.081
12914,[8*]CNc1ccc2ncc(-c3cccc(OC(F)(F)F)c3)n2n1,1,307.081
12915,[5*]NC(=O)[C@H](CCC(F)(F)F)[C@H](CCC(F)(F)F)C(N)=O,1,307.088
12916,[3*]Oc1cccc(OC)c1-c1cc(Nc2cnc(C#N)cn2)n[nH]1,1,307.094
12917,[5*]NC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc(O)c(Cl)c1,1,307.096
12918,[4*]CCOC(=O)c1cccc2c(=O)c(C)c(-c3ccccc3)oc12,1,307.097
12919,[16*]c1ccc(Oc2cc3cnn(C)c3cc2-c2cn[nH]c2)c(F)c1,1,307.1
12920,[16*]c1cc(OC)c(OC)cc1NC(=O)c1cnc2ccccc2c1,1,307.108
12921,[16*]c1ccc(C(=O)NN2C(=O)[C@H]3[C@H]4C=C[C@H]([C@@H]5C[C@H]45)[C@H]3C2=O)cc1,1,307.108
12922,[14*]c1[nH]c(CNc2ccccc2F)nc1-c1ccc2ncnn2c1,1,307.111
12923,[13*][C@@H]1Sc2ccccc2N(CCN(C)C)C(=O)[C@@H]1OC(C)=O,1,307.112
12924,[8*]CC(=O)OCC(C(=O)OCC)(C(=O)OCC)c1ccccc1,1,307.118
12925,[14*]c1ccc(-c2cc(OCC(C)(C)O)cn3ncc(C#N)c23)cn1,1,307.12
12926,[14*]c1nc(-n2c(C)cc3c(C(N)=O)cccc32)nc2c1COCC2,1,307.12
12927,[16*]c1cc(Oc2ccc3nc(NC(=O)C4CC4)cn3n2)ccc1C,1,307.12
12928,[8*]CN(C(=O)c1cnc2ccccc2c1)[C@H](C)c1ccc(F)cc1,1,307.125
12929,[8*]CNC(=O)CC1=C(C)/C(=C/c2ccncc2)c2ccc(F)cc21,1,307.125
12930,[1*]C(=O)CN1C(=O)C2(CCCC2)NC[C@H]1c1cc(F)cc(F)c1,1,307.126
12931,[5*]N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O,1,307.129
12932,[5*]N1CCC(NC(=O)c2cc([N+](=O)[O-])c(N)cc2OCC)CC1,1,307.141
12933,[13*][C@@H]1C/C(=N/OC)CN1C(=O)c1ccc(-c2ccccc2C)cc1,1,307.145
12934,[8*]Cc1cc2c(=O)n([C@H]3CCCC[C@@H]3O)cnc2c2ccccc12,1,307.145
12935,[16*]c1ccnc2c1c(C(C)C)nn2-c1ccc(C(N)=O)cc1CC,1,307.156
12936,[1*]C(=O)CN1CCN(CC(O)COc2ccccc2OC)CC1,1,307.166
12937,[1*]C(=O)Nc1ccc(OCC(O)CNC(C)(C)C)c(C(C)=O)c1,1,307.166
12938,[4*]CC(O)COc1ccc(NC(=O)N(CC)CC)cc1C(C)=O,1,307.166
12939,[4*]CC[C@@]1(OC(=O)COC)CCc2cc(F)ccc2[C@@H]1C(C)C,1,307.171
12940,[1*]C(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,1,307.181
12941,[6*]C(=O)CN(C)CCCN1c2ccccc2CCc2ccccc21,1,307.181
12942,[8*]CCN1CC[C@@H](C(C(N)=O)(c2ccccc2)c2ccccc2)C1,1,307.181
12943,[1*]C(=O)N(C)CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1,1,307.189
12944,[1*]C(=O)c1ccc(OCCCCCCCCCCCCCC)o1,1,307.227
12945,[3*]OCCOCCOc1ccc(CCCCCCCCC)cc1,1,307.227
12946,[4*][C@@H](CCC)C(=O)Nc1cn(C(C)(C)CNCC(C)(C)C)cn1,1,307.25
12947,[5*]N(CC)CCCN1CCC2(CCC(CCC)(CCC)CC2)C1,1,307.311
12948,[4*]CC1=Nc2cc(Cl)c(S(N)(=O)=O)cc2S(=O)(=O)N1,1,307.957
12949,[1*]C(=O)Nc1ccc(OC)c(-c2c(Br)cnn2C)c1,1,308.003
12950,[9*]n1cnc2nc(NCc3ccc(Cl)c(Cl)c3)[nH]c(=O)c21,1,308.011
12951,[5*]N1[C@H](C(=O)Nc2nc(Br)ccc2C)C[C@@]2(C)C[C@@H]12,1,308.04
12952,[14*]c1nc(C)c(CSc2ccc(OCC(=O)O)c(C)c2)s1,1,308.042
12953,[4*]Cc1cc(S(N)(=O)=O)ccc1Oc1ccc(SC)cc1,1,308.042
12954,[1*]C(=O)c1cnc(N(c2ccccc2)c2ccccc2Cl)nc1,1,308.059
12955,[3*]OCc1cc(C(=O)NS(=O)(=O)c2ccccc2C)oc1C,1,308.059
12956,[5*]N1CC2=C(C1)CN(S(=O)(=O)c1cnc3c(c1)OCCO3)C2,1,308.071
12957,[4*]CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,1,308.072
12958,[5*]Nc1nc(Nc2ccc3c(c2)CC(=O)N3)ncc1C(F)(F)F,1,308.076
12959,[14*]c1nc(CC)sc1-c1ccnc(NC(=O)c2ccccc2)c1,1,308.086
12960,[6*]C(=O)Nc1ccc(F)c([C@]23CO[C@H](C)[C@H]2CSC(N)=N3)c1,1,308.087
12961,[16*]c1ccc(OC)c(C(=O)NCc2ccc(C(F)(F)F)cc2)c1,1,308.09
12962,[8*]CC(CSC(C)=O)C(=O)NCC(=O)OCc1ccccc1,1,308.096
12963,[8*]COC(=O)CNC(=O)C(CSC(C)=O)Cc1ccccc1,1,308.096
12964,[9*]n1ccc(NC(=O)Cc2ccc(C3(C(F)(F)F)CC3)cc2)n1,1,308.101
12965,[1*]C(=O)c1nnc2c(-c3cc(OC)ccc3OC)cccc2c1N,1,308.104
12966,[14*]c1nc(-c2ccncc2)nc(OC)c1Oc1ccccc1OC,1,308.104
12967,[16*]c1cccc(NC(=O)Nc2ccc(-c3cnco3)c(OC)c2)c1,1,308.104
12968,[16*]c1c(Cl)cccc1O[C@H]1CC[C@H]2CN[C@H](C(=O)O)C[C@H]2C1,1,308.105
12969,[16*]c1c(Cn2ccnc2-c2ncccc2F)ncn2nc(C)nc12,1,308.106
12970,[9*]n1c(C)nc2ccc(C(=O)NS(=O)(=O)CCCCC)cc21,1,308.107
12971,[16*]c1cc2oc(-c3ccc(F)cc3)c(C(=O)NC)c2cc1C1CC1,1,308.109
12972,[8*]C(c1ccc(O)cc1)c1cc(C=Nn2nnnc2C)ccc1O,1,308.115
12973,[13*][C@H]1O[C@H]2O[C@@H]1C(=O)N(Cc1ccccc1)[C@@H]2Cc1ccccc1,1,308.129
12974,[16*]c1c(CC)n(Cc2ccccc2)c2cccc(OCC(=O)O)c12,1,308.129
12975,[16*]c1cc(Cc2nccc3cc(OC)c(OC)cc23)ccc1OC,1,308.129
12976,[16*]c1cc2c(Cc3ccc(OC)c(OC)c3)nccc2cc1OC,1,308.129
12977,[16*]c1cc2ccnc(Cc3ccc(OC)c(OC)c3)c2cc1OC,1,308.129
12978,[16*]c1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,1,308.129
12979,[5*]Nc1nccc(N2C[C@@H]3CC[C@H](C2)N3C(=O)[C@@H]2CC2(F)F)n1,1,308.132
12980,[16*]c1cccc(CN2CCN(c3cccc4[nH]c(=O)oc34)CC2)c1,1,308.14
12981,[16*]c1cc(Cl)c2c(c1C)O[C@@](C)([C@H]1CC[C@H](N(C)C)CC1)O2,1,308.142
12982,[3*]OC(=O)Cc1ccc(OCC(=O)N(CC)CC)c(OCC)c1,1,308.15
12983,[5*]N(CC)C(=O)COc1ccc(CC(=O)OCCC)cc1OC,1,308.15
12984,[14*]c1nc(Nc2ccc(N3CCN(C)CC3)cc2)nc2ccoc12,1,308.151
12985,[14*]c1nccc2c(-c3ccnn3C)cc(N3CCOC[C@H]3C)nc12,1,308.151
12986,[16*]c1ccc(C2CCN(c3ccc4nnc(OC)n4n3)CC2)cc1,1,308.151
12987,[16*]c1ccc2c(c1)OCCn1cc(-c3nc(C)nn3C(C)C)nc1-2,1,308.151
12988,[5*]NC(=O)Nc1cc(C(C)(C)C)nn1-c1ccc2ncccc2c1,1,308.151
12989,[5*]N1CCN(C(=O)[C@H](CNC(C)C)c2ccc(Cl)cc2)CC1,1,308.153
12990,[15*]C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,1,308.156
12991,[4*]Cc1ccc(CN2CCN(c3ccc(C#N)cc3F)CC2)cc1,1,308.156
12992,[6*]C(=O)/N=C(\N)NCCCCc1ccc(OCC(O)CO)cc1,1,308.161
12993,[14*]c1cc2c3c(ncn3C)c(Nc3cc(C)n(C)n3)nc2n1CC,1,308.162
12994,[16*]c1cc([C@H]2CNC(=O)[C@H](Cc3cccc(C)c3)C2)ccc1OC,1,308.165
12995,[16*]c1ccc(C2CCN([C@H](C(=O)OC)c3ccccc3)CC2)cc1,1,308.165
12996,[16*]c1ccc(CN[C@H](C(=O)OC2CCCC2)c2ccccc2)cc1,1,308.165
12997,[16*]c1ccc2c(c1)CC[C@H](CN(C)CC(=O)O)[C@@H]2c1ccccc1,1,308.165
12998,[4*]C(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,1,308.165
12999,[15*][C@@H]1CN2CCc3cc(OCCCF)c(OC)cc3[C@H]2C[C@H]1O,1,308.166
13000,[16*]c1ccc(F)cc1C[C@@](O)(C1CCOCC1)[C@@H]1CNCCO1,1,308.166
13001,[15*][C@]1(CCNCc2sccc2OC)CCOC2(CCCC2)C1,1,308.168
13002,[15*]C1CCC(c2ccc(-c3nc(C(N)=O)c(C)nc3C)cc2)CC1,1,308.176
13003,[4*]CC[C@@]12CCC(=O)C=C1c1ccc3c(nnn3C(C)(C)C)c1C2,1,308.176
